"","(Intercept)","age","sexM","raceWhite","marital_statusDivorced/Widowed","marital_statusSingle","edutot","emp_statusUnemployed/Retired","thous","onsetage","morethan3epi","chronicTRUE","baseline_hrsd","treatmentBUP","treatmentCIT+BUP","treatmentCIT+BUS","treatmentVEN","age:treatmentBUP","age:treatmentCIT+BUP","age:treatmentCIT+BUS","age:treatmentVEN","sexM:treatmentBUP","sexM:treatmentCIT+BUP","sexM:treatmentCIT+BUS","sexM:treatmentVEN","marital_statusDivorced/Widowed:treatmentBUP","marital_statusSingle:treatmentBUP","marital_statusDivorced/Widowed:treatmentCIT+BUP","marital_statusSingle:treatmentCIT+BUP","marital_statusDivorced/Widowed:treatmentCIT+BUS","marital_statusSingle:treatmentCIT+BUS","marital_statusDivorced/Widowed:treatmentVEN","marital_statusSingle:treatmentVEN","edutot:treatmentBUP","edutot:treatmentCIT+BUP","edutot:treatmentCIT+BUS","edutot:treatmentVEN","emp_statusUnemployed/Retired:treatmentBUP","emp_statusUnemployed/Retired:treatmentCIT+BUP","emp_statusUnemployed/Retired:treatmentCIT+BUS","emp_statusUnemployed/Retired:treatmentVEN","thous:treatmentBUP","thous:treatmentCIT+BUP","thous:treatmentCIT+BUS","thous:treatmentVEN","onsetage:treatmentBUP","onsetage:treatmentCIT+BUP","onsetage:treatmentCIT+BUS","onsetage:treatmentVEN","morethan3epi:treatmentBUP","morethan3epi:treatmentCIT+BUP","morethan3epi:treatmentCIT+BUS","morethan3epi:treatmentVEN","chronicTRUE:treatmentBUP","chronicTRUE:treatmentCIT+BUP","chronicTRUE:treatmentCIT+BUS","chronicTRUE:treatmentVEN","baseline_hrsd:treatmentBUP","baseline_hrsd:treatmentCIT+BUP","baseline_hrsd:treatmentCIT+BUS","baseline_hrsd:treatmentVEN"
"marital_statusSingle:treatmentCIT+BUP",3.25710838027728,-0.117425145870041,1.26310098433322,0.338721259329026,-3.25106327818277,-9.37639774692043,-0.0151685465488918,-1.35087854772794,-1.72095145296068,-0.108446989637355,-0.597442275542059,0.119296299598891,-0.00668204379897855,-3.55364304576514,-5.27810722914998,-3.58470903666818,-3.59061619382894,0.117900212616268,0.195381179336702,0.115837605543025,0.115577227930448,-1.2609399880548,-1.47842580607506,-1.25418732431106,-1.22142148344037,3.26057602255643,9.40949983494089,5.0981476059074,14.4617737264837,3.24410673159614,9.37113598641072,3.29904658823848,9.39908232073429,0.0188450189232107,0.00997837548327188,0.0197439651261387,0.0134643705045089,1.35116666747757,0.7592314182943,1.39152062298121,1.45303487938884,1.71302464974764,2.11102347837327,1.70585262306276,1.72997810088583,0.109174191174434,0.154429558691204,0.109860589652333,0.111235734274635,0.569797829128487,0.831869348284188,0.622019858370714,0.589990239479641,-0.143058178084331,-0.518813743909277,-0.104199514865192,-0.134679168588756,0.00916334134367762,0.0665774548813675,0.00652167724770852,0.0121281906221048
"marital_statusDivorced/Widowed:treatmentCIT+BUS",2.27356668065706,0.00965782933839126,0.0507801488827841,0.203780605021147,-6.47610774319911,-3.21609933919141,0.088839909233627,0.175949172630884,-0.58387670553434,-0.0569482423657486,-0.171959903852079,-0.187769146657645,-0.0780331082881006,-2.45196709657001,-2.46901834948842,-3.79312420675599,-2.47421078595905,-0.00937202091537286,-0.0104521137513704,-0.00492863799933604,-0.0107695689336725,-0.0494800559097693,-0.076712905113906,-0.330531177738382,-0.0257050357182092,6.48183077578265,3.23601413148296,6.4984196720967,3.24410673159614,10.4009453401542,4.96119363470935,6.50497533767321,3.22974677362051,-0.0866280794646121,-0.0894642169307624,0.0125249991689495,-0.0898651712029382,-0.175775834774815,-0.162758256277055,0.122315062022589,-0.114490145483206,0.579107802756174,0.57895870498523,0.93315762654176,0.589307294033988,0.0573857394673237,0.0576409252711183,0.0338927328195847,0.0586259996773515,0.155328523740917,0.165548163609094,-0.189497620327732,0.167476629255003,0.173473586987745,0.18460471865444,0.0594280085617664,0.178514544936089,0.079525900077721,0.0815217964751377,0.0451925221333171,0.0813096050065205
"marital_statusSingle:treatmentCIT+BUS",3.41694626535838,-0.118276593872759,1.24596115269573,0.140850108874418,-3.21582650601817,-9.35177769532563,-0.015626960453971,-1.33680848335069,-1.70636208661012,-0.107197127729558,-0.586524025516003,0.119359694014461,-0.00874030807033441,-3.54025396680511,-3.55203953800681,-4.84111040622645,-3.55562847249906,0.118474140383602,0.117727596356368,0.17597419945018,0.11750817607844,-1.2450625478615,-1.26388548626118,-1.7720943183264,-1.22862960920119,3.21978218061439,9.36554250214906,3.23124817784065,9.37113598641072,4.96119363470935,13.1835349486207,3.23577935591867,9.36121059805451,0.0171557441365258,0.0151954483034232,0.0340238433144883,0.0149183147023925,1.33692829188643,1.34592584760818,1.0972088655624,1.37928804446578,1.70306589227677,1.70296283812563,1.93443597435541,1.71011562822585,0.10749951918817,0.107675899802232,0.118277590155412,0.108356768510778,0.575028664124051,0.58209232647769,0.751850889826811,0.583425253112975,-0.12924057122413,-0.121546899360774,-0.440442747310251,-0.125756336422777,0.00977210344690152,0.0111516372099357,-0.0255139254826139,0.0110049736378366
"marital_statusDivorced/Widowed:treatmentVEN",2.10409013303335,0.010560621989261,0.0689535593436319,0.413583928159238,-6.51346938929967,-3.24220404737427,0.0893259667535703,0.161030644809456,-0.599345850661338,-0.0582734743721169,-0.183536554278659,-0.187836363930217,-0.0758507250400391,-2.46616357368716,-2.50077002782592,-2.50409563196804,-6.25315781509828,-0.00998055810005674,-0.0121726658221933,-0.0124990334307486,-0.0710048253482557,-0.0663149492624821,-0.121585512168339,-0.0580698417596146,1.35444308754838,6.52508459819865,3.28262221191726,6.55875267421933,3.29904658823848,6.50497533767321,3.23577935591867,13.0221335849349,6.12483350826271,-0.0848369367784467,-0.0905930335077129,-0.0837393094770269,-0.00144728844349619,-0.160678846112007,-0.134258955712397,-0.111406038532633,0.496691870324383,0.589667100596784,0.589364498483202,0.580909944417477,1.23303321914107,0.0591613987641803,0.0596793123660799,0.0599995019860868,0.0283452324969477,0.149782255058819,0.170523575365601,0.213546165340775,1.10070691443099,0.158822740563565,0.181413983528474,0.206269772996735,0.962650594120358,0.0788804279512216,0.0829312092910687,0.0756549149856276,-0.00381958943780813
"marital_statusSingle:treatmentVEN",3.33073839097802,-0.11781736906243,1.25520544701279,0.247571061001834,-3.23483130720654,-9.3650564140352,-0.0153797168901362,-1.34439711192734,-1.71423079846776,-0.107871235362335,-0.592412736607383,0.119325502509671,-0.00763019210717225,-3.54747530883219,-3.56819070898512,-3.57018141338604,-6.8657004721436,0.118164594916052,0.116852400709146,0.116657037278352,0.170909730789428,-1.25362597679433,-1.28671089854569,-1.24869046099311,-0.396308539296791,3.24178416343497,9.3892507001241,3.26193785107807,9.39908232073429,3.22974677362051,9.36121059805451,6.12483350826271,16.9554273637633,0.0180668472115606,0.014621251584003,0.0187238861753484,0.0371755871468091,1.34460769839083,1.36042262700011,1.37410236784101,1.58897858289999,1.70843710519414,1.70825596777264,1.70319507739988,2.86597939350936,0.108402746305739,0.108712769039215,0.108904434330223,0.116877561720348,0.5722074358153,0.584623176189406,0.610376469588902,0.974744809634576,-0.13669303792711,-0.123169935095081,-0.108291276250468,1.13760592449435,0.00944377023043295,0.0118685652137774,0.00751298034040635,0.0397742562156697
"edutot:treatmentBUP",-0.0789408147601134,-0.00583327666437773,0.0313716225882452,0.0110429502982829,0.0864012829583756,-0.0173272874282147,-0.107562982631903,-0.0716141222338781,-0.0261865031455986,0.00880127912745935,0.0061291232566407,0.149321104861358,-0.00537958943649864,-0.15852110103203,0.0683492127556082,0.0682604170390612,0.0680678326023483,0.000426510550029897,0.00579023408289986,0.00578151986304057,0.00577303106301613,0.0472783888658685,-0.0327769287415368,-0.0310810205020477,-0.030012792446527,0.0798026613485586,-0.0420057723888074,-0.0851921908475283,0.0188450189232107,-0.0866280794646121,0.0171557441365258,-0.0848369367784467,0.0180668472115606,0.237672642717742,0.107529151154812,0.107712149885363,0.10750742328675,0.145266686362305,0.072328943125047,0.072939130348013,0.0749446108350989,0.0471476698592785,0.0259199947817379,0.0256942528851475,0.0264807888500001,-0.0120217986661548,-0.00876374237122259,-0.0087551931075326,-0.00871036080575409,0.135595184900042,-0.00647657795588192,-0.00532784781805022,-0.00637207365196364,0.0799592695637904,-0.14949258644646,-0.148828921277109,-0.149822615330577,0.0350565273557025,0.00556864280716492,0.00537436118522593,0.00555714406889481
"edutot:treatmentCIT+BUP",-0.0643986529838955,-0.00591074199491112,0.0298122288039557,-0.00695950437194272,0.0896071489583507,-0.0150873380379383,-0.10760468944731,-0.070334018006573,-0.0248591524641577,0.00891499243173559,0.00712247322565152,0.149326872529308,-0.00556685174916675,0.0704913744888383,0.0527380527374377,0.0711296689376036,0.0712510397844393,0.00590098108086668,0.00638419005683835,0.00594336024234084,0.00594871006637218,-0.0298566295099437,-0.0572389481067151,-0.0299953724779521,-0.0306685927335736,-0.0898026016624087,0.0144072091120036,-0.110629956523023,0.00997837548327188,-0.0894642169307624,0.0151954483034232,-0.0905930335077129,0.014621251584003,0.107529151154812,0.235888905804223,0.107510681041535,0.107639704139494,0.0703280981813424,0.13860800318311,0.0694989694449022,0.0682350725839445,0.0250220197779071,0.0729385431793667,0.0251693791469883,0.024673687294881,-0.0089299338094531,-0.000669239508171609,-0.00894403683096789,-0.00897229111010564,-0.00655447921766894,-0.00307780174108629,-0.00762745421056703,-0.00696936067033383,-0.148838651336659,-0.106313583061476,-0.149637057191364,-0.149010809864095,0.00551587000345456,0.0143969611477308,0.00557014670537024,0.00545495300770345
"edutot:treatmentCIT+BUS",-0.0817138525560359,-0.00581850483796372,0.0316689826347845,0.0144758296726244,0.0857899579213284,-0.0177544222941152,-0.107555029579444,-0.0718582246898717,-0.0264396150050814,0.00877959519246329,0.00593970183147454,0.149320005027546,-0.0053438804766637,0.06904093879168,0.0678296800807431,0.0407716520149049,0.0674608283643247,0.00583880762413999,0.00576208177516676,0.00568695011889663,0.00573953091883172,-0.0315766287798434,-0.0335111508926735,-0.0212375496560956,-0.0298877382069617,-0.0853834145955721,0.0191690963802392,-0.084205000008599,0.0197439651261387,0.0125249991689495,0.0340238433144883,-0.0837393094770269,0.0187238861753484,0.107712149885363,0.107510681041535,0.172802807180677,0.107482198714917,0.0718705379778808,0.0727952591949171,0.147204474651974,0.0762240494392036,0.0261008495748047,0.0260902582138825,0.0458394124384,0.0268253841715575,-0.00874851699675372,-0.00873038952956805,-0.010868197821289,-0.00866041344269748,-0.00712113431218049,-0.00639516843318056,-0.0496375058270166,-0.00625817727930291,-0.150335509357975,-0.149544794431724,-0.144893544531547,-0.149977418122358,0.00544992295151548,0.00559170413962323,0.00612415182626441,0.00557663083292964
"edutot:treatmentVEN",-0.0623427787674998,-0.00592169352867611,0.0295917720710672,-0.00950457180812689,0.090060372994228,-0.0147706688749628,-0.10761058567978,-0.0701530453757,-0.0246715004434963,0.00893106846320336,0.00726290644462962,0.149327687923883,-0.00559332565079435,0.0706635881176754,0.0714588790030115,0.0715353047082242,0.0433521559798857,0.0059083630810623,0.00595873990626661,0.00596624015992775,0.00183416717325965,-0.0296524099665037,-0.0283822372198197,-0.0298418907731577,-0.0168825164581275,-0.0903273020974413,0.013841819079079,-0.0911010281162548,0.0134643705045089,-0.0898651712029382,0.0149183147023925,-0.00144728844349619,0.0371755871468091,0.10750742328675,0.107639704139494,0.107482198714917,0.20719536100739,0.0701449606902124,0.0695378052173592,0.0690126223522344,0.209256298834516,0.0248939277883182,0.0249008818871649,0.0250951759850546,0.0833300668542761,-0.00895147385270221,-0.00896337602463035,-0.00897073430194329,-0.0101721868797476,-0.00648719893056877,-0.00696385519022702,-0.00795255728416612,-0.0128627429895548,-0.148660925876505,-0.149180095206779,-0.149751306077812,-0.220224023687308,0.00552370005145157,0.00543060904983806,0.00559782556144414,0.0165890815765342
"emp_statusUnemployed/Retired:treatmentBUP",2.42700648046795,0.0506428562658798,0.877804703078239,0.0930776184079607,0.173864237050157,-1.33837417732582,-0.0706132532558256,-4.7267409360414,0.0631246208918411,-0.0182571665927901,-0.944451693655534,-0.249991762093621,0.0922651969640521,-3.70619714994679,-2.51627982346738,-2.51702825514531,-2.51865148989939,-0.0545380768551729,-0.051005648895193,-0.0510790983637568,-0.0511506478381341,-0.947520797108061,-0.889649594737562,-0.875355307820899,-0.866351543370391,-0.575112549005538,0.71181479192471,-0.163673172970928,1.35116666747757,-0.175775834774815,1.33692829188643,-0.160678846112007,1.34460769839083,0.145266686362305,0.0703280981813424,0.0718705379778808,0.0701449606902124,8.55483705195242,4.73276594062271,4.73790902032175,4.75481259612889,-0.277499703005441,-0.0653709376028575,-0.0672736463484356,-0.0606441775540243,0.0901509212879062,0.0185735523211424,0.0186456114250874,0.0190234890542153,1.38155360214191,0.941523105276843,0.951205396923075,0.94240393978749,-0.00977450242580163,0.248546396759999,0.254140225557101,0.245764685196546,-0.15277070950431,-0.0906717244754231,-0.0923092642797384,-0.0907686437899148
"emp_statusUnemployed/Retired:treatmentCIT+BUP",2.3602594575509,0.0509984141445472,0.884962159738285,0.175707028871666,0.15914964270977,-1.3486553140362,-0.0704218232740519,-4.73261648243615,0.0570322181448175,-0.0187790989329263,-0.949011067575761,-0.250018235094727,0.0931247116680899,-2.51408276682158,-3.38489609455775,-2.53019782547288,-2.53326208260234,-0.050751979755809,-0.0635425336885314,-0.0518219290152302,-0.0519569963469389,-0.883841172421942,-0.916562982337243,-0.880338320295883,-0.863341487681138,-0.154215036439053,1.36582657026925,-0.177904854424673,0.7592314182943,-0.162758256277055,1.34592584760818,-0.134258955712397,1.36042262700011,0.072328943125047,0.13860800318311,0.0727952591949171,0.0695378052173592,4.73276594062271,7.72505462676822,4.75369900410626,4.78560868479193,-0.0611441390905936,0.00174092618280904,-0.064864530017,-0.0523497677703143,0.0191563248021387,0.0162995357305637,0.0195123846414665,0.0202257221400702,0.934670888415607,1.09755114762424,0.961760353121713,0.945145425607596,0.237692085040382,-0.374421518768363,0.257849486065888,0.242038581821455,-0.0918375724427894,-0.145612605336745,-0.0932078996271506,-0.0902995973573263
"emp_statusUnemployed/Retired:treatmentCIT+BUS",2.30252401036897,0.0513059678334874,0.891153281722356,0.247180568139927,0.146421679016187,-1.35754838521108,-0.0702562384266878,-4.73769876601546,0.0517623561848467,-0.0192305647173094,-0.952954876312836,-0.25004113395209,0.0938681825171006,-2.51891906993407,-2.53960179576773,-3.39223295773465,-2.54590008601331,-0.0509592896578408,-0.0522694141459786,-0.0609799110787124,-0.052654479016663,-0.88957630279607,-0.922609039830335,-0.553449573019253,-0.860737822323996,-0.13947978950058,1.38170450974758,-0.119357890189819,1.39152062298121,0.122315062022589,1.0972088655624,-0.111406038532633,1.37410236784101,0.072939130348013,0.0694989694449022,0.147204474651974,0.0690126223522344,4.73790902032175,4.75369900410626,7.17808143893066,4.81224696576251,-0.0575469110888271,-0.0577277628029839,-0.0705252024700485,-0.0451751937287431,0.0197612373105903,0.0200707710464262,0.034633628463048,0.0212656406532152,0.932781445262312,0.945177602337903,0.610941265373958,0.947516780955738,0.232700992280033,0.246202765175092,-0.237237048095755,0.238815543022044,-0.0920574649434892,-0.0896364945797459,-0.126610700333304,-0.0898938773064375
"emp_statusUnemployed/Retired:treatmentVEN",2.11276698436363,0.0523167935254817,0.911501420563856,0.482090089267973,0.104589136696264,-1.38677692366651,-0.0697120166405756,-4.75440252539376,0.0344420896624174,-0.020714381138056,-0.965916851210566,-0.250116394806279,0.0963117215233096,-2.53481437412378,-2.57515305130415,-2.57902950947525,-4.40767008294504,-0.0516406476864201,-0.0541958567637006,-0.0545762839970386,-0.0872036419473492,-0.908425750348077,-0.97285134522979,-0.898814920861126,-0.799292908817174,-0.0910499812462586,1.43388996463814,-0.0518051154060164,1.45303487938884,-0.114490145483206,1.37928804446578,0.496691870324383,1.58897858289999,0.0749446108350989,0.0682350725839445,0.0762240494392036,0.209256298834516,4.75481259612889,4.78560868479193,4.81224696576251,9.28779762019539,-0.0457240306783339,-0.0460767558932577,-0.0559317247321274,-0.37415137543877,0.0217493815824355,0.0223530825426831,0.0227263084636684,-0.00511361665625083,0.926571480135591,0.95074839871832,1.00089726290167,1.11966435799533,0.21629694649969,0.242630209463026,0.271603119065468,0.0932522933254343,-0.0927801777483664,-0.0880584238194271,-0.0965399656115917,-0.11858606199987
"thous:treatmentBUP",0.117986193013407,-0.0423829946368035,0.260708623270483,0.0651013468325322,-0.580444832953186,-1.70407718898892,-0.0252214660005601,0.0653582124588631,-0.879530594183591,-0.00343444472579503,-0.150861649967939,0.0331309972539193,0.0301697241535745,-0.273504188125424,-0.18042671270991,-0.180950188826709,-0.182085529099945,0.0629940406103352,0.0421292463222979,0.0420778735066907,0.0420278296054092,-0.130052784683344,-0.268993304521432,-0.258995440951194,-0.252697931385341,1.02654953658418,2.46378908462076,0.587572776368182,1.71302464974764,0.579107802756174,1.70306589227677,0.589667100596784,1.70843710519414,0.0471476698592785,0.0250220197779071,0.0261008495748047,0.0248939277883182,-0.277499703005441,-0.0611441390905936,-0.0575469110888271,-0.0457240306783339,1.42581640059828,0.877959451240734,0.876628638268874,0.881265492484554,-0.0187467459694804,0.00365573462756337,0.00370613497942673,0.00397043420640399,0.140073847309991,0.148813305252723,0.155585397592175,0.149429387979812,-0.211418220535187,-0.0341419301881018,-0.0302294344144578,-0.0360875447448353,-0.0416796745017414,-0.0290552005234611,-0.0302005461884691,-0.0291229888706001
"thous:treatmentCIT+BUP",0.118750684837728,-0.042387067044522,0.260626644826196,0.064154944940923,-0.580276298289318,-1.70395943325066,-0.0252236585576151,0.0654255084517911,-0.879460814410845,-0.00342846673622422,-0.150809428851046,0.0331313004643402,0.0301598796401355,-0.174915347118253,-0.297005690211753,-0.180799350206419,-0.181918185626308,0.0424770462829313,0.0553082726315093,0.0420863815709471,0.0420370651760098,-0.260217344868071,-0.200567521863912,-0.258938367659665,-0.252732407274521,0.582078044045515,1.71022907997608,1.03148313710692,2.11102347837327,0.57895870498523,1.70296283812563,0.589364498483202,1.70825596777264,0.0259199947817379,0.0729385431793667,0.0260902582138825,0.0249008818871649,-0.0653709376028575,0.00174092618280904,-0.0577277628029839,-0.0460767558932577,0.877959451240734,1.26315497137373,0.87660104528182,0.881170491865947,0.00356620115143242,0.0147016678027639,0.00369620733009496,0.00395666434334649,0.145573477788812,0.176098205896991,0.155464505642732,0.149397988174931,-0.037631880111883,-0.312531397719363,-0.0302719186962928,-0.0360448675520207,-0.0296899135456614,-0.0275910801949598,-0.0301902536039294,-0.0291283611276277
"thous:treatmentCIT+BUS",0.140110210007701,-0.0425008481111055,0.25833620745533,0.0377129420552971,-0.575567522759809,-1.70066939590152,-0.0252849175222144,0.0673057253606711,-0.877511201916781,-0.00326144465090936,-0.149350396556385,0.0331397720142124,0.0298848287816474,-0.173126131946241,-0.176281745863548,-0.255193442876366,-0.177242691365317,0.0425537416457728,0.0423538527577498,0.0481583838260561,0.0422951024714109,-0.258095603934928,-0.263135489177831,-0.263411643949457,-0.253695646643826,0.57662666377169,1.70435495472915,0.579696711018767,1.70585262306276,0.93315762654176,1.93443597435541,0.580909944417477,1.70319507739988,0.0256942528851475,0.0251693791469883,0.0458394124384,0.0250951759850546,-0.0672736463484356,-0.064864530017,-0.0705252024700485,-0.0559317247321274,0.876628638268874,0.87660104528182,1.10026472349217,0.878516221356154,0.00334241066256365,0.00338963697946871,-0.00745036945951991,0.00357194114918386,0.146272486986106,0.148163798900381,0.0890361468750844,0.148520693086422,-0.035785399714763,-0.0337254012987601,0.0334124263024725,-0.0348524877971206,-0.0296085631858281,-0.0292391898336568,-0.0386008425257946,-0.0292784593439213
"thous:treatmentVEN",0.0656887800821416,-0.0421044090701521,0.266316610715155,0.129842877022691,-0.591973964631337,-1.71213263218994,-0.025071477396324,0.0607546232263521,-0.884304094008453,-0.0038433874759192,-0.154433995972204,0.0331102552131527,0.0308431683527776,-0.179360163390574,-0.190224709285599,-0.191268768254653,-0.242570108741442,0.0422865176075087,0.0415983149139158,0.0414958532214355,0.0651670082514179,-0.26548823054622,-0.282840183593092,-0.262899714874689,-0.0376133325588045,0.595620508991451,1.72482173931167,0.606190455154011,1.72997810088583,0.589307294033988,1.71011562822585,1.23303321914107,2.86597939350936,0.0264807888500001,0.024673687294881,0.0268253841715575,0.0833300668542761,-0.0606441775540243,-0.0523497677703143,-0.0451751937287431,-0.37415137543877,0.881265492484554,0.881170491865947,0.878516221356154,1.7542935646792,0.00412214748034503,0.00428474420507541,0.00438526634489732,0.00109532443981337,0.143836980410947,0.150348627790158,0.16385538295883,-0.068177506475228,-0.0422189561908384,-0.0351265336319212,-0.0273231665388286,-0.148356121213763,-0.0298920062893415,-0.0286202810903074,-0.0309046420684705,0.00214243619943753
"onsetage:treatmentBUP",0.175722563560716,0.00353958568498208,-0.0509227428031717,0.0109474904000254,-0.0576105754493499,-0.107669579587631,0.00889639478585302,-0.0184476831228381,-0.00383040570511457,-0.026919224687522,-0.122160139315286,-0.0360079536963074,-0.000547407886988626,-0.237495602477044,-0.186222607311094,-0.18631063544019,-0.186501555096184,-0.00592540535628497,-0.00358225618831616,-0.00359089507880072,-0.00359931049807411,0.0485609592965085,0.0495295847062225,0.0512108328029402,0.0522698266467019,-0.00248975604995934,0.0888542497845041,0.0588092156604093,0.109174191174434,0.0573857394673237,0.10749951918817,0.0591613987641803,0.108402746305739,-0.0120217986661548,-0.0089299338094531,-0.00874851699675372,-0.00895147385270221,0.0901509212879062,0.0191563248021387,0.0197612373105903,0.0217493815824355,-0.0187467459694804,0.00356620115143242,0.00334241066256365,0.00412214748034503,0.047735499158247,0.0269564369602799,0.0269649123205455,0.0270093570730866,0.187165103988264,0.121815688160328,0.122954488192606,0.121919289085172,0.11974337367711,0.0358379544700165,0.036495882639034,0.0355107784941219,0.00227474974693354,0.000734827000953413,0.000542224830914764,0.00072342766260415
"onsetage:treatmentCIT+BUP",0.174414110325969,0.00354655574650917,-0.0507824339637641,0.0125672887772632,-0.0578990281431369,-0.107871122457974,0.00890014742032168,-0.0185628624574379,-0.00394983611164569,-0.0269294562158947,-0.122249517497168,-0.0360084726510474,-0.00053055867415993,-0.185416185545686,-0.239834058303148,-0.186568800765657,-0.186787969028195,-0.00352892974629843,-0.00494936753094388,-0.00360545691431505,-0.00361511748494138,0.0508626115833539,0.0953018232375707,0.0511131499624668,0.0523288332799755,0.0582519714625045,0.109099281269462,0.0873854456819049,0.154429558691204,0.0576409252711183,0.107675899802232,0.0596793123660799,0.108712769039215,-0.00876374237122259,-0.000669239508171609,-0.00873038952956805,-0.00896337602463035,0.0185735523211424,0.0162995357305637,0.0200707710464262,0.0223530825426831,0.00365573462756337,0.0147016678027639,0.00338963697946871,0.00428474420507541,0.0269564369602799,0.0497318049958489,0.0269819038232253,0.0270329246526034,0.121223848952314,0.213365002152611,0.123161398792917,0.121973030897654,0.0351268557445436,0.0407325839779343,0.0365685959032236,0.0354377350563614,0.000622620161083781,0.000580990554492904,0.000524608729464946,0.00073262245954257
"onsetage:treatmentCIT+BUS",0.173605185550689,0.00355086484621923,-0.0506956908587196,0.0135686963962054,-0.0580773581929266,-0.10799572226542,0.0089024674107605,-0.0186340697538731,-0.00402367154740998,-0.0269357816515846,-0.122304773752243,-0.0360087934843301,-0.00052014198876442,-0.185483946437813,-0.186619301168951,-0.194210012935501,-0.186965038654711,-0.00353183434172636,-0.00360375213669927,-0.00397672427210611,-0.00362488983519425,0.0507822573248258,0.048968962763176,0.0366020699890475,0.0523653129387766,0.0584584253292395,0.109321745271238,0.0595629941257163,0.109860589652333,0.0338927328195847,0.118277590155412,0.0599995019860868,0.108904434330223,-0.0087551931075326,-0.00894403683096789,-0.010868197821289,-0.00897073430194329,0.0186456114250874,0.0195123846414665,0.034633628463048,0.0227263084636684,0.00370613497942673,0.00369620733009496,-0.00745036945951991,0.00438526634489732,0.0269649123205455,0.0269819038232253,0.039285197313589,0.0270474948324602,0.121197376179472,0.121877849135352,0.146400212280448,0.122006255687375,0.0350569261122877,0.0357980905921745,0.0462497116636817,0.0353925774267978,0.000619539272298871,0.000752435689266597,0.00235194584331632,0.000738306956970242
"onsetage:treatmentVEN",0.169363187531138,0.00357346174644379,-0.0502408103913963,0.0188200736146225,-0.059012520201995,-0.108649123116248,0.00891463343057798,-0.019007480508107,-0.00441086425290796,-0.0269689522089584,-0.122594537314643,-0.0360104759326756,-0.000465516935646541,-0.185839284262781,-0.187414045683833,-0.18756537679345,-0.188917469300447,-0.00354706602757581,-0.00364681755536222,-0.00366166886364632,-0.00350041256826429,0.0503608799409761,0.0478458013999905,0.0507360723012187,0.0491671407555056,0.0595410685126144,0.110488345533455,0.0610731291804263,0.111235734274635,0.0586259996773515,0.108356768510778,0.0283452324969477,0.116877561720348,-0.00871036080575409,-0.00897229111010564,-0.00866041344269748,-0.0101721868797476,0.0190234890542153,0.0202257221400702,0.0212656406532152,-0.00511361665625083,0.00397043420640399,0.00395666434334649,0.00357194114918386,0.00109532443981337,0.0270093570730866,0.0270329246526034,0.0270474948324602,0.0479830041899387,0.121058553073295,0.122002383692573,0.123960120092119,0.169253403363845,0.0346902154234784,0.0357182264913593,0.0368492854027252,-0.00850561093160864,0.000603383104848688,0.000787713292319881,0.000456606628964869,0.00257993891537185
"morethan3epi:treatmentBUP",3.29522795462552,0.0683650353575127,0.110043355857393,-0.0341944669569725,-0.154626248947589,-0.574497480766261,0.00665923829873309,-0.936884329451111,-0.144748235331349,-0.121340081420644,-4.65016935757018,-1.30347689867001,0.0780169448698154,-6.83033000727463,-3.26243108648959,-3.26215613078361,-3.26155979357483,-0.149369250267982,-0.0682317541156042,-0.0682047705564117,-0.0681784850091532,-0.141702036992345,-0.105691828998611,-0.110943204463579,-0.114250969866875,1.18077041518308,0.494324964060687,0.150882298362323,0.569797829128487,0.155328523740917,0.575028664124051,0.149782255058819,0.5722074358153,0.135595184900042,-0.00655447921766894,-0.00712113431218049,-0.00648719893056877,1.38155360214191,0.934670888415607,0.932781445262312,0.926571480135591,0.140073847309991,0.145573477788812,0.146272486986106,0.143836980410947,0.187165103988264,0.121223848952314,0.121197376179472,0.121058553073295,9.16308778215608,4.6512452501452,4.64768821025282,4.65092165283917,3.96148846497787,1.30400789095351,1.30195285347794,1.30502982453719,-0.0144688793217472,-0.0786023481417433,-0.0780007556033098,-0.0785667423285141
"morethan3epi:treatmentCIT+BUP",3.24282723074261,0.0686441712561669,0.115662421603787,0.030674956922754,-0.166178155854925,-0.582568837096755,0.00680952319803547,-0.94149701284637,-0.149531164968929,-0.121749832016937,-4.65374876056722,-1.30349768168565,0.078691719424713,-3.26968172493044,-4.82362002230421,-3.27249509405466,-3.27303005247978,-0.0686011487071694,-0.0834438666364576,-0.0687879405939427,-0.0688115206670249,-0.115466719486116,-0.0554285674854303,-0.114855191087031,-0.111887881744717,0.167039640086702,0.585566597338,-0.0985220373089343,0.831869348284188,0.165548163609094,0.58209232647769,0.170523575365601,0.584623176189406,-0.00647657795588192,-0.00307780174108629,-0.00639516843318056,-0.00696385519022702,0.941523105276843,1.09755114762424,0.945177602337903,0.95074839871832,0.148813305252723,0.176098205896991,0.148163798900381,0.150348627790158,0.121815688160328,0.213365002152611,0.121877849135352,0.122002383692573,4.6512452501452,7.7643502078284,4.65597453256637,4.65307389626831,1.30134578073799,1.83130871033693,1.30486486254196,1.30210459273532,-0.0784670104842498,-0.0636918269966657,-0.0787062423898844,-0.0781985105853115
